epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
37,251.148,0.44895,0.72314,1,0.55127,0.00045953,0.00045953,0.00045953
38,258.382,0.46131,0.68142,1,0.56677,0.000452462,0.000452462,0.000452462
39,264.591,0.44841,0.72314,1,0.55615,0.000445393,0.000445393,0.000445393
40,271.557,0.44844,0.73451,1,0.54944,0.000438325,0.000438325,0.000438325
41,277.909,0.44794,0.71049,1,0.56189,0.000431256,0.000431256,0.000431256
42,284.218,0.44499,0.71049,1,0.53613,0.000424187,0.000424187,0.000424187
43,291.836,0.45284,0.73198,1,0.55823,0.000417119,0.000417119,0.000417119
44,297.685,0.44229,0.73325,1,0.55408,0.00041005,0.00041005,0.00041005
45,305.442,0.44227,0.71934,1,0.55054,0.000402982,0.000402982,0.000402982
46,311.534,0.44502,0.71808,1,0.55676,0.000395913,0.000395913,0.000395913
47,319.037,0.44817,0.71934,1,0.55273,0.000388844,0.000388844,0.000388844
48,325.199,0.43132,0.70291,1,0.54602,0.000381776,0.000381776,0.000381776
49,332.249,0.43928,0.69912,1,0.53021,0.000374707,0.000374707,0.000374707
50,338.323,0.43883,0.70544,1,0.55701,0.000367639,0.000367639,0.000367639
51,344.633,0.43794,0.7067,1,0.547,0.00036057,0.00036057,0.00036057
52,351.716,0.43264,0.69027,1,0.57324,0.000353501,0.000353501,0.000353501
53,358.129,0.42413,0.69027,1,0.56335,0.000346433,0.000346433,0.000346433
54,365.524,0.4268,0.69406,1,0.55725,0.000339364,0.000339364,0.000339364
55,372.845,0.42328,0.69659,1,0.55981,0.000332296,0.000332296,0.000332296
56,379.055,0.42488,0.70164,1,0.55872,0.000325227,0.000325227,0.000325227
57,385.119,0.42397,0.69785,1,0.55493,0.000318158,0.000318158,0.000318158
58,391.793,0.42234,0.70291,1,0.5553,0.00031109,0.00031109,0.00031109
59,397.688,0.42112,0.72819,1,0.54102,0.000304021,0.000304021,0.000304021
60,404.551,0.41797,0.71429,1,0.56274,0.000296953,0.000296953,0.000296953
61,411.077,0.40961,0.71555,1,0.52356,0.000289884,0.000289884,0.000289884
62,418.623,0.41266,0.72187,1,0.55505,0.000282815,0.000282815,0.000282815
63,424.765,0.4142,0.69659,1,0.54883,0.000275747,0.000275747,0.000275747
64,432.261,0.39925,0.71555,1,0.54626,0.000268678,0.000268678,0.000268678
65,438.33,0.40496,0.74083,1,0.56494,0.00026161,0.00026161,0.00026161
66,444.666,0.40024,0.71808,1,0.55127,0.000254541,0.000254541,0.000254541
67,451.382,0.39648,0.73325,1,0.55127,0.000247472,0.000247472,0.000247472
68,457.491,0.3943,0.70291,1,0.56262,0.000240404,0.000240404,0.000240404
69,465.094,0.40138,0.7421,1,0.53168,0.000233335,0.000233335,0.000233335
70,471.06,0.39289,0.72061,1,0.54871,0.000226267,0.000226267,0.000226267
71,478.729,0.39046,0.71429,1,0.55579,0.000219198,0.000219198,0.000219198
72,484.593,0.3828,0.71681,1,0.55872,0.000212129,0.000212129,0.000212129
73,491.994,0.37536,0.70291,1,0.56482,0.000205061,0.000205061,0.000205061
74,498.058,0.36868,0.69785,1,0.56201,0.000197992,0.000197992,0.000197992
75,504.634,0.3704,0.72819,1,0.53796,0.000190924,0.000190924,0.000190924
76,510.836,0.36551,0.70923,1,0.5592,0.000183855,0.000183855,0.000183855
77,517.306,0.35482,0.71681,1,0.53967,0.000176786,0.000176786,0.000176786
78,524.603,0.36235,0.71049,1,0.57068,0.000169718,0.000169718,0.000169718
79,531.946,0.34861,0.73072,1,0.55237,0.000162649,0.000162649,0.000162649
80,538.205,0.34802,0.70544,1,0.56238,0.000155581,0.000155581,0.000155581
81,545.593,0.34241,0.70164,1,0.56018,0.000148512,0.000148512,0.000148512
82,552.056,0.35165,0.71934,1,0.5614,0.000141443,0.000141443,0.000141443
83,558.303,0.33444,0.70923,1,0.54553,0.000134375,0.000134375,0.000134375
84,565.381,0.32077,0.69406,1,0.5625,0.000127306,0.000127306,0.000127306
85,571.481,0.32403,0.69912,1,0.60632,0.000120238,0.000120238,0.000120238
86,579.165,0.3193,0.7244,1,0.57104,0.000113169,0.000113169,0.000113169
87,585.109,0.30542,0.71176,1,0.5896,0.0001061,0.0001061,0.0001061
88,593.086,0.30286,0.70796,1,0.57568,9.90318e-05,9.90318e-05,9.90318e-05
89,600.535,0.30315,0.7244,1,0.56677,9.19632e-05,9.19632e-05,9.19632e-05
90,607.065,0.30547,0.70038,1,0.60498,8.48946e-05,8.48946e-05,8.48946e-05
91,637.193,0.28977,0.71049,1,0.55872,7.7826e-05,7.7826e-05,7.7826e-05
92,643.646,0.28566,0.70923,1,0.59265,7.07574e-05,7.07574e-05,7.07574e-05
93,650.713,0.28051,0.71555,1,0.6012,6.36888e-05,6.36888e-05,6.36888e-05
94,657.753,0.27735,0.71049,1,0.53821,5.66202e-05,5.66202e-05,5.66202e-05
95,664.419,0.27771,0.70796,1,0.56726,4.95516e-05,4.95516e-05,4.95516e-05
96,670.528,0.25603,0.70923,1,0.58484,4.2483e-05,4.2483e-05,4.2483e-05
97,676.859,0.26143,0.7067,1,0.56738,3.54144e-05,3.54144e-05,3.54144e-05
98,682.906,0.24296,0.71429,1,0.56311,2.83458e-05,2.83458e-05,2.83458e-05
99,689.355,0.25835,0.71555,1,0.57874,2.12772e-05,2.12772e-05,2.12772e-05
100,695.984,0.25705,0.71429,1,0.56873,1.42086e-05,1.42086e-05,1.42086e-05
