epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
37,210.94,0.6605,0.59418,1,0.6748,0.00045953,0.00045953,0.00045953
38,216.702,0.65988,0.59039,1,0.67585,0.000452462,0.000452462,0.000452462
39,222.337,0.66067,0.59418,1,0.67753,0.000445393,0.000445393,0.000445393
40,228.181,0.65878,0.59166,1,0.68094,0.000438325,0.000438325,0.000438325
41,234.053,0.65767,0.59418,1,0.67718,0.000431256,0.000431256,0.000431256
42,239.865,0.65856,0.58028,1,0.67411,0.000424187,0.000424187,0.000424187
43,245.538,0.6597,0.59545,1,0.67976,0.000417119,0.000417119,0.000417119
44,251.159,0.65933,0.59418,1,0.67662,0.00041005,0.00041005,0.00041005
45,257.095,0.65922,0.58786,1,0.67962,0.000402982,0.000402982,0.000402982
46,262.71,0.65983,0.59039,1,0.68338,0.000395913,0.000395913,0.000395913
47,268.572,0.65997,0.59166,1,0.67927,0.000388844,0.000388844,0.000388844
48,274.026,0.65916,0.59545,1,0.6755,0.000381776,0.000381776,0.000381776
49,279.943,0.65849,0.60303,1,0.67411,0.000374707,0.000374707,0.000374707
50,285.412,0.65929,0.59418,1,0.67822,0.000367639,0.000367639,0.000367639
51,291.64,0.65901,0.59671,1,0.67222,0.00036057,0.00036057,0.00036057
52,297.024,0.65952,0.59418,1,0.67522,0.000353501,0.000353501,0.000353501
53,302.861,0.65756,0.58534,1,0.67683,0.000346433,0.000346433,0.000346433
54,308.431,0.65537,0.58913,1,0.67564,0.000339364,0.000339364,0.000339364
55,314.293,0.65847,0.59292,1,0.67941,0.000332296,0.000332296,0.000332296
56,319.971,0.65417,0.59039,1,0.67829,0.000325227,0.000325227,0.000325227
57,325.993,0.65779,0.58281,1,0.68436,0.000318158,0.000318158,0.000318158
58,331.522,0.65805,0.59292,1,0.67139,0.00031109,0.00031109,0.00031109
59,337.384,0.65473,0.6043,1,0.66895,0.000304021,0.000304021,0.000304021
60,342.819,0.65518,0.57901,1,0.6778,0.000296953,0.000296953,0.000296953
61,348.61,0.6523,0.58154,1,0.67641,0.000289884,0.000289884,0.000289884
62,354.253,0.65616,0.59671,1,0.67543,0.000282815,0.000282815,0.000282815
63,359.959,0.65425,0.5866,1,0.68039,0.000275747,0.000275747,0.000275747
64,365.358,0.65562,0.58786,1,0.68178,0.000268678,0.000268678,0.000268678
65,371.055,0.65543,0.57649,1,0.68255,0.00026161,0.00026161,0.00026161
66,376.428,0.65287,0.59924,1,0.67648,0.000254541,0.000254541,0.000254541
67,382.213,0.6511,0.58407,1,0.6845,0.000247472,0.000247472,0.000247472
68,387.436,0.64977,0.56637,1,0.67843,0.000240404,0.000240404,0.000240404
69,393.078,0.6548,0.58786,1,0.67432,0.000233335,0.000233335,0.000233335
70,398.405,0.64704,0.56764,1,0.68631,0.000226267,0.000226267,0.000226267
71,404.149,0.65034,0.58154,1,0.68352,0.000219198,0.000219198,0.000219198
72,409.633,0.64467,0.57901,1,0.6785,0.000212129,0.000212129,0.000212129
73,415.448,0.64845,0.5866,1,0.67843,0.000205061,0.000205061,0.000205061
74,420.693,0.64802,0.59039,1,0.6762,0.000197992,0.000197992,0.000197992
75,426.44,0.64541,0.56637,1,0.67871,0.000190924,0.000190924,0.000190924
76,431.741,0.64429,0.58281,1,0.67815,0.000183855,0.000183855,0.000183855
77,437.51,0.64359,0.58028,1,0.68178,0.000176786,0.000176786,0.000176786
78,442.98,0.64746,0.57016,1,0.67773,0.000169718,0.000169718,0.000169718
79,448.68,0.64265,0.55626,1,0.6845,0.000162649,0.000162649,0.000162649
80,454.394,0.64223,0.57143,1,0.67955,0.000155581,0.000155581,0.000155581
81,460.222,0.63638,0.56637,1,0.67962,0.000148512,0.000148512,0.000148512
82,466.049,0.6398,0.56005,1,0.68269,0.000141443,0.000141443,0.000141443
83,471.777,0.63648,0.56384,1,0.67097,0.000134375,0.000134375,0.000134375
84,477.767,0.63359,0.56005,1,0.67536,0.000127306,0.000127306,0.000127306
85,483.323,0.63364,0.55247,1,0.68799,0.000120238,0.000120238,0.000120238
86,489.192,0.62642,0.5512,1,0.69092,0.000113169,0.000113169,0.000113169
87,494.62,0.62518,0.54614,1,0.68869,0.0001061,0.0001061,0.0001061
88,500.696,0.62584,0.5512,1,0.68736,9.90318e-05,9.90318e-05,9.90318e-05
89,507.043,0.61815,0.57269,1,0.68115,9.19632e-05,9.19632e-05,9.19632e-05
90,513.276,0.61919,0.55499,1,0.69427,8.48946e-05,8.48946e-05,8.48946e-05
91,540.844,0.62223,0.54994,1,0.69538,7.7826e-05,7.7826e-05,7.7826e-05
92,546.655,0.61853,0.54994,1,0.69008,7.07574e-05,7.07574e-05,7.07574e-05
93,552.035,0.61333,0.55499,1,0.6868,6.36888e-05,6.36888e-05,6.36888e-05
94,557.883,0.61645,0.54867,1,0.68136,5.66202e-05,5.66202e-05,5.66202e-05
95,563.383,0.60512,0.55499,1,0.67941,4.95516e-05,4.95516e-05,4.95516e-05
96,569.205,0.60658,0.5512,1,0.68631,4.2483e-05,4.2483e-05,4.2483e-05
97,574.908,0.60738,0.54614,1,0.70312,3.54144e-05,3.54144e-05,3.54144e-05
98,580.604,0.60407,0.55499,1,0.68834,2.83458e-05,2.83458e-05,2.83458e-05
99,586.287,0.59552,0.54741,1,0.6889,2.12772e-05,2.12772e-05,2.12772e-05
100,591.966,0.60167,0.54614,1,0.69099,1.42086e-05,1.42086e-05,1.42086e-05
