epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
25,168.514,0.48879,0.70796,1,0.56592,0.000544354,0.000544354,0.000544354
26,172.665,0.48873,0.71934,1,0.5636,0.000537285,0.000537285,0.000537285
27,176.061,0.47865,0.72693,1,0.55823,0.000530216,0.000530216,0.000530216
28,181.295,0.48012,0.7244,1,0.5437,0.000523148,0.000523148,0.000523148
29,185.729,0.48032,0.73198,1,0.55884,0.000516079,0.000516079,0.000516079
30,189.161,0.47642,0.70796,1,0.56165,0.000509011,0.000509011,0.000509011
31,193.989,0.47292,0.71429,1,0.55676,0.000501942,0.000501942,0.000501942
32,198.838,0.46994,0.72061,1,0.53687,0.000494873,0.000494873,0.000494873
33,202.237,0.46613,0.72314,1,0.57092,0.000487805,0.000487805,0.000487805
34,205.954,0.47124,0.69532,1,0.56384,0.000480736,0.000480736,0.000480736
35,210.955,0.45959,0.72946,1,0.54919,0.000473668,0.000473668,0.000473668
36,214.97,0.45929,0.71302,1,0.55151,0.000466599,0.000466599,0.000466599
37,218.509,0.45584,0.72061,1,0.55359,0.00045953,0.00045953,0.00045953
38,223.351,0.46973,0.69912,1,0.56628,0.000452462,0.000452462,0.000452462
39,228.238,0.45587,0.71429,1,0.55774,0.000445393,0.000445393,0.000445393
40,231.562,0.45307,0.69912,1,0.56165,0.000438325,0.000438325,0.000438325
41,236.304,0.45307,0.70923,1,0.56177,0.000431256,0.000431256,0.000431256
42,241.308,0.44922,0.72314,1,0.53143,0.000424187,0.000424187,0.000424187
43,244.705,0.45464,0.71302,1,0.56213,0.000417119,0.000417119,0.000417119
44,249.791,0.45621,0.72566,1,0.54333,0.00041005,0.00041005,0.00041005
45,254.556,0.44843,0.69785,1,0.55334,0.000402982,0.000402982,0.000402982
46,258.159,0.4515,0.7244,1,0.56165,0.000395913,0.000395913,0.000395913
47,262.716,0.44993,0.72566,1,0.55847,0.000388844,0.000388844,0.000388844
48,267.733,0.44342,0.70417,1,0.5498,0.000381776,0.000381776,0.000381776
49,271.479,0.45455,0.72314,1,0.5307,0.000374707,0.000374707,0.000374707
50,275.422,0.44361,0.70038,1,0.54651,0.000367639,0.000367639,0.000367639
51,280.473,0.45252,0.69785,1,0.54993,0.00036057,0.00036057,0.00036057
52,284.866,0.4557,0.68394,1,0.58337,0.000353501,0.000353501,0.000353501
53,288.491,0.45322,0.68394,1,0.56775,0.000346433,0.000346433,0.000346433
54,293.436,0.47224,0.70544,1,0.56335,0.000339364,0.000339364,0.000339364
55,298.465,0.44982,0.69153,1,0.5614,0.000332296,0.000332296,0.000332296
56,301.917,0.45637,0.7067,1,0.56213,0.000325227,0.000325227,0.000325227
57,307.213,0.45524,0.70291,1,0.5614,0.000318158,0.000318158,0.000318158
58,311.901,0.45225,0.71808,1,0.54504,0.00031109,0.00031109,0.00031109
59,315.505,0.43915,0.70923,1,0.53943,0.000304021,0.000304021,0.000304021
60,320.702,0.43474,0.70544,1,0.5509,0.000296953,0.000296953,0.000296953
61,325.66,0.4343,0.72314,1,0.52496,0.000289884,0.000289884,0.000289884
62,329.036,0.43706,0.72693,1,0.54187,0.000282815,0.000282815,0.000282815
63,333.265,0.42803,0.70923,1,0.54504,0.000275747,0.000275747,0.000275747
64,338.028,0.41979,0.73072,1,0.55261,0.000268678,0.000268678,0.000268678
65,341.861,0.42278,0.72061,1,0.56482,0.00026161,0.00026161,0.00026161
66,345.657,0.41787,0.71681,1,0.54773,0.000254541,0.000254541,0.000254541
67,350.574,0.41535,0.71302,1,0.56506,0.000247472,0.000247472,0.000247472
68,355.092,0.42345,0.71429,1,0.56506,0.000240404,0.000240404,0.000240404
69,358.832,0.42024,0.71934,1,0.54248,0.000233335,0.000233335,0.000233335
70,363.63,0.41496,0.7244,1,0.56104,0.000226267,0.000226267,0.000226267
71,367.863,0.41529,0.71555,1,0.55103,0.000219198,0.000219198,0.000219198
72,371.185,0.40538,0.71934,1,0.54089,0.000212129,0.000212129,0.000212129
73,376.393,0.40599,0.70417,1,0.56238,0.000205061,0.000205061,0.000205061
74,380.784,0.40192,0.71555,1,0.54834,0.000197992,0.000197992,0.000197992
75,384.087,0.40532,0.72946,1,0.54492,0.000190924,0.000190924,0.000190924
76,388.863,0.39525,0.71302,1,0.55786,0.000183855,0.000183855,0.000183855
77,393.693,0.38737,0.69659,1,0.55017,0.000176786,0.000176786,0.000176786
78,397.215,0.38777,0.70417,1,0.58093,0.000169718,0.000169718,0.000169718
79,401.149,0.38336,0.72819,1,0.55847,0.000162649,0.000162649,0.000162649
80,405.929,0.3823,0.70796,1,0.54688,0.000155581,0.000155581,0.000155581
81,409.999,0.38228,0.70417,1,0.55884,0.000148512,0.000148512,0.000148512
82,413.652,0.37895,0.7067,1,0.56433,0.000141443,0.000141443,0.000141443
83,418.473,0.37677,0.70923,1,0.52289,0.000134375,0.000134375,0.000134375
84,423.231,0.35808,0.71934,1,0.56201,0.000127306,0.000127306,0.000127306
85,426.352,0.36431,0.72819,1,0.57153,0.000120238,0.000120238,0.000120238
86,430.842,0.35912,0.72314,1,0.56665,0.000113169,0.000113169,0.000113169
87,435.882,0.35607,0.7067,1,0.5741,0.0001061,0.0001061,0.0001061
88,439.411,0.34936,0.7244,1,0.578,9.90318e-05,9.90318e-05,9.90318e-05
89,443.613,0.35367,0.71808,1,0.56848,9.19632e-05,9.19632e-05,9.19632e-05
90,448.491,0.35068,0.71681,1,0.58313,8.48946e-05,8.48946e-05,8.48946e-05
91,475.825,0.33569,0.72061,1,0.55115,7.7826e-05,7.7826e-05,7.7826e-05
92,479.255,0.33704,0.72314,1,0.57349,7.07574e-05,7.07574e-05,7.07574e-05
93,483.163,0.33974,0.70796,1,0.57324,6.36888e-05,6.36888e-05,6.36888e-05
94,487.936,0.32006,0.69912,1,0.54572,5.66202e-05,5.66202e-05,5.66202e-05
95,492.101,0.32688,0.70291,1,0.56104,4.95516e-05,4.95516e-05,4.95516e-05
96,495.799,0.32317,0.70038,1,0.57483,4.2483e-05,4.2483e-05,4.2483e-05
97,501.078,0.32021,0.7067,1,0.5719,3.54144e-05,3.54144e-05,3.54144e-05
98,504.924,0.31528,0.71302,1,0.56946,2.83458e-05,2.83458e-05,2.83458e-05
99,508.455,0.319,0.71555,1,0.55713,2.12772e-05,2.12772e-05,2.12772e-05
100,513.582,0.30998,0.71681,1,0.5614,1.42086e-05,1.42086e-05,1.42086e-05
