epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
35,428.354,0.45987,0.74051,1,0.52985,0.000473668,0.000473668,0.000473668
36,441.271,0.46165,0.72658,1,0.54918,0.000466599,0.000466599,0.000466599
37,453.448,0.45385,0.73924,1,0.54534,0.00045953,0.00045953,0.00045953
38,466.169,0.45981,0.72152,1,0.5369,0.000452462,0.000452462,0.000452462
39,479.073,0.4739,0.72532,1,0.55008,0.000445393,0.000445393,0.000445393
40,490.416,0.47118,0.72405,1,0.5362,0.000438325,0.000438325,0.000438325
41,503.575,0.46408,0.72911,1,0.53711,0.000431256,0.000431256,0.000431256
42,515.355,0.452,0.73038,1,0.5496,0.000424187,0.000424187,0.000424187
43,528.107,0.45476,0.7481,1,0.53132,0.000417119,0.000417119,0.000417119
44,541.001,0.45216,0.74051,1,0.54136,0.00041005,0.00041005,0.00041005
45,552.557,0.45038,0.72658,1,0.52975,0.000402982,0.000402982,0.000402982
46,565.524,0.45217,0.72152,1,0.52686,0.000395913,0.000395913,0.000395913
47,577.095,0.44998,0.74684,1,0.53425,0.000388844,0.000388844,0.000388844
48,589.783,0.44338,0.74937,1,0.52358,0.000381776,0.000381776,0.000381776
49,602.758,0.4485,0.74684,1,0.52916,0.000374707,0.000374707,0.000374707
50,615.837,0.45317,0.73671,1,0.53439,0.000367639,0.000367639,0.000367639
51,627.126,0.45054,0.7443,1,0.52302,0.00036057,0.00036057,0.00036057
52,640.371,0.44596,0.73291,1,0.5151,0.000353501,0.000353501,0.000353501
53,652.924,0.45007,0.73038,1,0.54395,0.000346433,0.000346433,0.000346433
54,664.269,0.44479,0.74557,1,0.53174,0.000339364,0.000339364,0.000339364
55,677.438,0.44638,0.7557,1,0.51897,0.000332296,0.000332296,0.000332296
56,688.97,0.44154,0.76076,1,0.52508,0.000325227,0.000325227,0.000325227
57,702.226,0.43766,0.73924,1,0.52476,0.000318158,0.000318158,0.000318158
58,715.06,0.44305,0.74684,1,0.52068,0.00031109,0.00031109,0.00031109
59,727.152,0.44571,0.74304,1,0.53334,0.000304021,0.000304021,0.000304021
60,740.399,0.43918,0.72658,1,0.53439,0.000296953,0.000296953,0.000296953
61,752.086,0.43848,0.73291,1,0.52965,0.000289884,0.000289884,0.000289884
62,764.916,0.43835,0.7557,1,0.52047,0.000282815,0.000282815,0.000282815
63,777.88,0.43502,0.73544,1,0.51901,0.000275747,0.000275747,0.000275747
64,790.886,0.43791,0.72911,1,0.53983,0.000268678,0.000268678,0.000268678
65,802.219,0.43733,0.73797,1,0.53467,0.00026161,0.00026161,0.00026161
66,815.662,0.43793,0.7481,1,0.52992,0.000254541,0.000254541,0.000254541
67,828.412,0.44017,0.73797,1,0.53697,0.000247472,0.000247472,0.000247472
68,840.162,0.43037,0.74051,1,0.53603,0.000240404,0.000240404,0.000240404
69,853.258,0.43363,0.75316,1,0.51535,0.000233335,0.000233335,0.000233335
70,864.703,0.42837,0.74557,1,0.53411,0.000226267,0.000226267,0.000226267
71,877.6,0.42198,0.75823,1,0.52086,0.000219198,0.000219198,0.000219198
72,890.545,0.42974,0.7519,1,0.52372,0.000212129,0.000212129,0.000212129
73,902.685,0.4237,0.74557,1,0.51782,0.000205061,0.000205061,0.000205061
74,915.75,0.41914,0.7481,1,0.51538,0.000197992,0.000197992,0.000197992
75,927.678,0.41959,0.74304,1,0.52619,0.000190924,0.000190924,0.000190924
76,940.384,0.41757,0.72532,1,0.53156,0.000183855,0.000183855,0.000183855
77,953.551,0.41378,0.7443,1,0.52762,0.000176786,0.000176786,0.000176786
78,966.263,0.41264,0.73924,1,0.51583,0.000169718,0.000169718,0.000169718
79,978.054,0.41804,0.73924,1,0.52811,0.000162649,0.000162649,0.000162649
80,991.131,0.40772,0.74177,1,0.52218,0.000155581,0.000155581,0.000155581
81,1003.59,0.41159,0.7443,1,0.5128,0.000148512,0.000148512,0.000148512
82,1015.53,0.41542,0.76835,1,0.53435,0.000141443,0.000141443,0.000141443
83,1029.39,0.41882,0.75443,1,0.5249,0.000134375,0.000134375,0.000134375
84,1041,0.40989,0.73418,1,0.51744,0.000127306,0.000127306,0.000127306
85,1053.7,0.40756,0.73924,1,0.51978,0.000120238,0.000120238,0.000120238
86,1066.91,0.40398,0.74051,1,0.52832,0.000113169,0.000113169,0.000113169
87,1079.73,0.39984,0.73038,1,0.52776,0.0001061,0.0001061,0.0001061
88,1092.79,0.40704,0.75443,1,0.51695,9.90318e-05,9.90318e-05,9.90318e-05
89,1104.4,0.40318,0.7481,1,0.52455,9.19632e-05,9.19632e-05,9.19632e-05
90,1116.94,0.40048,0.7443,1,0.52298,8.48946e-05,8.48946e-05,8.48946e-05
91,1158.06,0.39731,0.7481,1,0.51953,7.7826e-05,7.7826e-05,7.7826e-05
92,1170.96,0.39729,0.74937,1,0.52414,7.07574e-05,7.07574e-05,7.07574e-05
93,1183.75,0.39273,0.75063,1,0.52145,6.36888e-05,6.36888e-05,6.36888e-05
94,1195.65,0.40016,0.75443,1,0.52661,5.66202e-05,5.66202e-05,5.66202e-05
95,1208.66,0.39755,0.75823,1,0.51873,4.95516e-05,4.95516e-05,4.95516e-05
96,1220.61,0.39361,0.7557,1,0.51674,4.2483e-05,4.2483e-05,4.2483e-05
97,1233.35,0.39114,0.75949,1,0.53537,3.54144e-05,3.54144e-05,3.54144e-05
98,1246.44,0.39138,0.74684,1,0.5369,2.83458e-05,2.83458e-05,2.83458e-05
99,1258.81,0.38834,0.7557,1,0.52706,2.12772e-05,2.12772e-05,2.12772e-05
100,1271.6,0.38987,0.75823,1,0.52741,1.42086e-05,1.42086e-05,1.42086e-05
